Emotion,Sentence
3,햄볶한크리스마스망할코로나때문에간단히저녁먹고사람접촉최소화드라이브쓰루로커피사서드라이브겸한바리키로가는데분걸림크리스마스햄볶한데이트럽스타그램럽스타그램코로나데이트코로나피해서차에서데이트씨네터짐줄서서가는곳키로에분내앞에있던차볼일다보고집가는데아직도도로위러브러브행복한행복해햄볶스타그램
3,크리스마스 파티 안녕 크리스마스 파티 솔 크지만 괜찮아 즐거우면 됐어 딸기 케이크 칵테일 냠냠 다가오는 연말 파티 퇴사가 코앞 행복해
3,크리스마스케잌즐거운시간행복해럽스타그램디저트연말파티은희랑두리보내는크리스마스역시크리스마스케이크
3,산으로 강으로 하미랑 하비랑 너무 행복한 웨인이 행복해 크리스마스 가족 하미 하비 엄마 아들
3,제리 하우스 행복해 진로 클라우드
3,행복한크리스마스서우와시아건강하게잘자라자시아야서우야우리이뿌니들사랑해시아와서우두번째크리스마스행복해
3,너랑같이보내는번째크리스마스거제도에서왕복시간이지만재미있었으럽스타그램크리스마스거제도먹방행복해운전
3,즐거운 크리스마스 날
3,크리스마스 딱 대
3,하루하루가 정말 소중한 요즘
3,행복했던 크리스마스
3,맞팔선팔환영맞팔맞팔해요
3,오늘의 하루 크리스마스 오늘은 점심에 연봉이 해 준 스파게티 먹고 저녁엔 내 동생이 와서 함께 케이크도 불고 아이들 사진 찍는 거도 도와주고 선물도 주고 멋진 삼촌 오늘 하루 처음에서 우와 함께하는 크리스마스 행복하다 사랑해 크리스마스에 사진 이쁘게 찍자 크리스마스 오늘의 하루 식구 아이 좋아 사랑해 함께 보내는 크리스마스 행복해 아이 러브 유 맛있는 스파게티 오늘의 하루
3,크리스마스 저녁 상차림 홍게 크리스마스 케이크와 인 홍개 라면 즐거운 크리스마스 배 터지게 먹음 먹자 그램만 그램 행복해 좋아요 그램 일상 그램
3,인 모임 코로나인 이하 홈 파티 행복해
3,내 사랑이랑 코로나 물러가라 코로나 꺼져 메리 크리스마스 행복해 코로나 이겨내자 곧 굿바이 새해 복 많이 받으세요 행복하다 그램
3,나도 너도 모두 메리 크리스마스
3,이번크리스마스는집콕이지행보크해용육회존맛탱집콕생활파티크리스마스커플여자친구일상식사를합시다맛있당행복해강릉코로나조심여행가고싶다놀고싶다강릉대학로강릉성덕동
3,신혼 첫 크리스마스 크리스마스트리 장식 행복해 개귀 욥 역시 집이 최고 결혼하자마자 처음 크리스마스 연애 때랑은 많이 같은 듯 다른 기분 행복하구먼
3,후드티내놩
3,크리스마스 집에서 가족과 함께 조촐한 파티 배스킨라빈스 케이크 샐러드 와인치즈 댕댕이 그램 사랑해 다음에는 더 화려하게 행복해
3,즐거운집콕클스마스인스타그램셀카컾스타그램잠옷세트럽스타그램럽스타그램집콕크리스마스행복해셀피맞팔좋아요클스마스케이크코로나물러가라컾크
3,이번 크리스마스는 소소하게 홈 파티 원래는 친구들과 파티였지만 각자 지역에서 코로나 팡 결국엔 취소 힝 그래서 갑자기 홈 파티로 변경 그래도 재미있었다 우리의 만남은 다음으로
3,이제는 크리스마스고 뭐고 없는 듯 그냥 이렇게 셋이 있는 게 넘나 행복
3,번째글메리크리스마스내년에는코로나가끝나길일상스타그램일상소통그램일상그램소통스타그램집사일상집사스타그램집사의하루집사맞팔환영수에즈맛있는채움산티아고커피뱅쇼행복해크리스마스크리스마스데이트크리스마스분위기마스크필수소통소통환영년생년쥐띠친구구함친구해요팔로우팔로미팔로워늘리기작은여집사와고양이
3,결혼하고 첫 크리스마스 첫 크리스마스 행복해 부챗살 스테이크 감바스 알 아히요 잘 살자 우리
3,애기들이있으니별걸다해보네내년엔아빠인거왠지알듯해오빠아침부터고생한우리남표니그리고한달전부터싼타할비기다린우래기들항상지금처럼행복하자우리가족메리크리스마스행복해네식구소확행
3,육회 육사 시 미친 구랑 집 데이트
3,내가사랑하는사람들과행복하고소중한시간을보냈다하루하루무사히살아갈수있음에행복하다멜크메리크리스마스소중한하루행복해데이트아웃백먹스타인스타데일리먹방럽스타일상인스타그램먹스타그램데일리그램럽스타그램일상스타그램아웃백스테이크하우스블랙라벨스테이크툼바파스타소중한시간사랑하는사람과함께
3,네가 우리 집 비타민도 치마 딸만
3,집 근처에
3,소중한 시간 고마워요 영종도 맛 집 영종도 영종도 카페거리 황해 해물칼국수 크리스마스카드 크리스마스 크리스마스 선물 이런 날도 오는구나 행복해 행복하자 꽃길 마시라는 해변 영종도 바다 오션뷰
3,울쩡히랑올해크리스마스는집콕하기맛있는요리해먹고저녁은배민시켜먹기즐거운멜크메리크리스마스행복해평생내여자내편내꺼사랑해요힐링집밥스타그램피자헛꿀맛집이최고낼도신나게놀자
3,크리스마스 선물 감사합니다 행복해 홈 파티 와이프와 딸의 선물과 카드 감동이었어
3,해피 크리스마스 잘 가라 셀프 딸기 케이크 재밌다 소중한 시간 고양이 셀라 구름이 행복 행복해 해피 크리스마스
3,코로나 덕분에 집 파티 성탄 가족 파티 행복해
3,메리크리스마스메리크리스마스아침출근시키고부터클스마스파티준비저녁까지불태웠다오전엔파티풍선불고붙이고오후엔케익찾고집에와선요리시작유부초밥어묵탕계란샌드위치토마토카프레제쫄만두비빔면오곡쿠키굽고핫도그과일꼬치크리스마스마카롱선물고마워케이크재호띠와두번째크리스마스파티좋아효맛있어서다행똘똘이도함께하긔내사랑들메리크리스마스사랑해행복해
3,데일리첫크리스마스남자친구와행복해좋아요일상미용인미용선팔하면맞팔좋튀소통서울부산울산삼산동구
3,연월일 메리 크리스마스 백억이랑 함께 오기는 온 크리스마스 코로나 물러가라 집에 콕 산타 할아버지 특별한 날 행복해 트리
3,내가 받은 건 며칠 뒤에 도착이어서 같이 인증이 안 되네 메리 크리스마스 오랫동안 행복하길 메리 크리스마스 메리 크리스마스 크리스마스 선물 까르띠에 목걸이 행복해 고마워 일상
3,메리구리수마수우리터녕이랑평생행복크리스마스구리수마수부부스타그램행복해
3,크리스마스니 잔소리 안 하겠다고 다짐 오전 내내 산타 선물 가지고 신나게 노시고 오후 내내 먹고 게임하고 하루의 끝은 넷플릭스 봉인해 제너네 보고 싶은 거 다 봐라 크리스마스 연대기 영화 은근 재미있네요 산타님 제 크리스마스 크리스마스 영화 크리스마스 연대기 영화 홈 영화관 우리 집은 영화관 넷플릭스 아들 둘만 초등학생 만 형제 맘 스마일 희야네 스마일 희야 일상 행복해
3,크리스마스때마시려고사온와인들클리어또마켓가서담아와야짓이번엔뭘데려올까홈스윗홈와인화이트와인샤블리루이자도샤블리치즈앤와인치즈크리스마스크리스마스홈파티부부일상부부스타그램행복해
3,스물하나 직장인 크리스마스 내가 만든 김치찜 파스타 엄마와 딸 행복해
3,메리 크리스마스 지여 누워 오늘 모든 것이다 좋았다 크리스마스 가족 쿠키 만들기 아이랑 요리하기 홈베이킹 엄마가 똥 손이라 미안 아빠가 더 잘하네 소고기 파티 크리스마스 음식 행복해
3,월일크리스마스막내이모생일저녁을먹은후우엉차와함께생일축하해소원빌기행복해온더테이블집스타그램
3,살 생일 베 프랑 함께 년 마지막 달 행복해 스트레스 풀림
3,채씨네멜클행복해
3,메리 크리스마스 둘이서 조촐하게 예수님 생신상 부처님은 섭섭하시겠다 삐지지 마세요 함께 하고픈 맘 아쉽지만 접어두고 내년엔 마스크 벗고 같이 거제 신혼일기 하봉이 천 여사 크리스마스 홈 파티 연말 파티 사진은 거지 사진발 안 받음 우리만 좋으면 됐지 태어나서 처음으로 크리스마스 파티 일상 이야기 행복해
3,성주펜션메리크리스마스파티럽스타그램행복해사랑하는개구리와
3,크리스마스기념경주에필로그팬션초코민트힐링은이런거지크리스마스경주경주팬션경주에필로그펜션힐링행복해부부스타그램
3,하은이네크리스마스겨울두번째크리스마스애들은정말애들이네요아직까지산타의두렴움무섭나봐요얼집에서도산타랑찍은사진없던데엄마맘맴찢아쉬워서집에서이벵자가격리중인남의편대신에엄마가해본산타울고불고난리였던내년에는너가더좋아하겟지꼭내년에는웃으면서찍자인친님들도다들이러시나요즐거운클쑤마쑤되세용산타의존재년크리스마스홈데코풍선아트슬픈산타할아버지내년에만나요산타는엄마행복해맘스타그램소통맘카페후기협찬문의협찬환영집에서놀기담주부터방학얼집휴식예정
3,남해 크리스마스 여행 남해 독일마을 남해 보리암 사랑해 크리스마스 여행 커플 여행 커플 사진 내년에도 함께해요 행복해 좋아요 스타일리시
3,크리스마쓰행복한저녁등갈비등뼈찜버섯전알타리김치물김치마시쪙행복해
3,코끼리 입양 성공 크리스마스 별빛축제 행복해
3,힐링
3,우리정미님이사주신붕붕카완전대박재미나게갖고놀께요고마워요몬스터카장난감키덜트붕붕이럽스타그램메리크리스마스선물일상서프라이즈행복해
3,크리스마스이브 좋아하는 친구들과 백종원 대패 두루치기 로제파스타 소주 트리 행복해
3,메리 크리스마스 크리스마스 아이들과 함께하는 시간 행복해 지금 내 얼굴에 감사하자 인 셀던 크림 바르고 이뻐질 거야
3,꾸리스마스넌정말좋은랍스터였다믿을수있는건방구석꽃다발선물케이크폭립한상차림행복해건강조심하세요즐거운크리스마스안전
3,크리스마스집콕여신강림트리새우요리존맛탱내가만든요리아이스크림케이크행복해크리스마스에미리장보고새우요리했는데밥에비벼먹어도맛있고아이스크림케이크는미리픽업해와서오늘먹으니맛나당
3,안녕하세요 크리스마스 잘 보내셨나요 전 아침 일찍 치악산 다녀왔어요 드디어 좌 성공했습니다 한 곳 한 곳 가다 보니 저도 어느새 좌를 했네요 비로봉 너무 추웠어요 얼어 죽을 뻔 자들 겨울 산행 가실 땐 따뜻하게 하고 안전산행하세요 행복하세요 블랙야크 블랙야크 대명산 블랙야크 알파인클럽 블랙야크 명산 블랙야크 대명산 인증 블랙야크 블랙야크 대명산 블랙야크 대명산 국립공원 스탬프 투어 혼자 놀기 혼자 등산 등산 혼자 여행 행복해 멋진 하루 치악산
3,메리 커플 크리스마스 자기 오늘 너무 재밌었고 행복했어내가 진짜 많이 사랑해
3,크리스마스데이트럽스타그램일째연애중오랜만에데이뚜롯데프리미엄아울렛기흥점사진없지만경량조끼패딩카카오프렌즈라이언크리스마스선물아웃백스테이크하우스행복해
3,메리 크리스마스 어제는 가족들과 케이크 파티하고 아침에는 선물로 한바탕 정신없고 오늘 남편이 애들 데리고 사무실로 가심 나만의 힐링타임 최고의 선물 얼마 만이야 행복해 여보 고마워 혼자만의 반신욕
3,연말 마무리에 미리 새해맞이 페이 스톡 이래 어렵나
3,온열의자를대하는자세온열의자전문시공르노마스터르노마스터밴지르심내년에도잘부탁해온열의자팀화이팅전문가되기일할준비중아무일없길드루와드루와일할수있어서행복해
3,애
3,미르마루 저녁 산책 마루 댕댕이 일상 댕댕이 일상 댕댕이
3,소고기치킨와인막걸리소주우리집식구들끼리홈파티장난없쥬신년파티기대하라는우리부모님들이나한텐최고야사랑햇인계동수원수원역홈파티소고기치킨가족스타그램가족인스타그램인스타일상그램일상스타그램데일리스타그램데일리스타그램부모님과함께행복행복해진정한행복영원히신년파티기대중사랑해엄마사랑해아빠
3,저번에개통도와드린고객님이사주신딸기와크리스마스라고점장님께서사주신티라미슈랑쿠키혼자서냠고객님이돈이많은건가저번엔샤인머스켓도사주시고며칠전에도딸기사주셨는데요번에는딸기바구니로사오셔서같이일하는동생이랑하나씩이렇게보내는크리스마스도좋은것같앙일상퇴근후크리스마스기념혼자만의힐링타임딸기딸기맛있어티라미슈케이크브라우니쿠키오랜만에먹어서맛있다행복해누군가가나를챙겨주는거오랜만에받는것같다감사한마음으로행복한하루유플러스휴대폰판매휴대폰문의환영울산삼산소통환영
3,크리스마스 산타 행복해
3,해피 크리스마스 파티에는 진심인 우리 가족 작년에는 산후조리원에서 보냈는데 이번 크리스마스는 뜻깊네 내년에는 더더 행복하기를 크리스마스 파티 크리스마스 가족 홈 파티 홈 파티 음식 행복해 일상 부부 스타 그램 부부 일상
3,메리 크리스마스 행복해 엔 좋은 일만 코로나 미워
3,첫줄메리크리스마스에누구보다진심인그녀와함께럽스타그램럽스타그램커플크리스마스월일담양메타프로방스나름화보화보촬영행복행복해
3,메리 크리스마스 사회적 거리두기 조촐한 파티 행복해
3,크리스마스해피행복해신혼부부결혼하고첫크리스마스여보사랑해늘사랑해감바스골뱅이무침뿌링클와인시나브로와인술담화월행복해
3,크리스마스
3,결혼하고오빠랑함께하는번째크리쑤마뚜행복행재아부부부부스타그램신혼일기새댁일상여수크리스마스결혼하고번째크리스마스남편이차려준크리스마스디너럽스타그램행복해
3,메리 크리스마스 즐겁다 행복해 곧 있으면 살
3,이번 크리스마스는 가족과 홈 파티 화이트 와인 에스테이트 크랑 장어 배부름 더하고 차 전 시작해야지
3,크리스마스날같이있어줘서고마워크리스마스행복해같이있어줘서고마워사랑해럽스타그램동갑커플년생살
3,맨날크리스마스면저케따엽고맛있는거맨날먹게요리시간하고사진안찍은바보나크리스마스집콕행복해배불러
3,어디나가지는못해집에서분위기내보리깅맛난거아직도냉장고에가득하다행복하군감사해용메리크리스마스행복해
3,메리크리스마스강원도평창산타나원이루스티크케익사랑하는가족과함께이모부선물이모선물행복해
3,안녕하세요 희야 코치입니다 오늘 가지고 온 소식은 이번에 오픈하게 된 단백한 하우스를 소개하려고 합니다 우리 간판 너무 이쁘죠 화사 한 노랑 노랑 단백한 하우스 많이 사랑해 주세요 단백한 하우스 단백한 하우스 호점 카페 인테리어 노랑 간판의 야 코치
3,현경이랑함께하는에어비앤비포항홈파티행복해행복스타그램행복한시간럽스타그램번째크리스마스메리크리스마스항상함께하기사랑해요선팔맞팔맞팔선팔
3,의 겨울 오름은 너무나 아름다운데
3,내생에최고의크리스마스누나가보너스대관해줬다해피크리스마스을지로맛집보너스럽스타그램먹스타그램와인행복해
3,클쑤마쑤올크리스마스는날위한날인듯나선물받음내가어린이인줄기뻐하는날보구신랑이그렇게좋냐며놀림조으다나이먹어슬퍼지려는디선물받고나이먹는건싹다잊음신경써준모든지인분들께감사말쑴드립니당행복한클쑤마쑤보내고이쪄욤방콕하며메리크리스마스크리스마스선물행복해산타케이크트리방콕일상소통크리스마스선물메리크리스마스
3,메리 크리스마스 행복해 키 피 한 잔 어딜까
3,민트초코그린트레인보우집밥혼밥좋반사배라
3,일년전오늘메리크리스마스밍신혼스타그램신혼부부크리스마스잘살자재미웃음행복해
3,메리크리스마스메리크리스마스반려견셋이서홈파티중긁지않은복권공과금만원내가돈따줄게오빠랑뚱이랑행복해사랑해아들두명
3,크리스마스복층홈파티성공적혼자아님주의메리크리스마스빔프로젝터행복해
3,화이트 클 수 마스예요 좋어 당 행복해
3,해피 버스 데이 생일상 홈 파티 세 여자 소고기 와인 샴페인 생일 파티 생일 음식 행복해
3,행복해
3,오예쑤크리스마스일상먹스타그램데일리소통선팔맞팔선팔하면맞팔우정첫줄좋아요반사행복해
3,싫어행복해반문삶의질겨울참쁘다포레포레헤어롯데기흥프리미엄아울렛
3,메리 크리스마스 행복해
3,메리 크리스마스 반 차내고 데이트 눈스퀘어 경성 함바기 굿굿 홍대 케이크 만들기 곧 주년 축하해와 인도 한 잔 커플팔찌 행복해 고마워 사랑해
3,저녁 케이크 점등식이든 이덕에 맛있는 케이크 냠냠 행복해
3,해피 크리스마스
3,가족이쁜이들금요일행복해사랑해가족그램다둥이가족초딩맘일상웃음함께하는딸맘소통초딩딸귀한선물초딩맘소통겨울하프의솜사탕솜사탕딸맘스타그램육아기록중둘째크리스마스집콕일상크리스마스선물성탄절솜사탕기계크리스마스선물로받은하프의솜사탕진짜솜사탕이만들어진다신기방기맛있게먹어
3,메리 크리스마스 크리스마스 파티 홈 파티 행복해 분위기 크리스마스에 집에서 색시와 함께 파티 행복하구먼
3,행복해
3,크리스마스 조용히 가족과 함께 우리 언니 표 김치찜 꼬마김밥과 메기 닭강정 행복해 메리 크리스마스 코로나야 물러가라 징글징글하다
3,크리스마스에집에서파티하기코로나여서나가지도못하고집에서배달음식시키고파바케잌시켜서조촐히둘만의크리스마스보내기크리스마스보내기코로나물러가라펭수케잌펭하펭크딱새우초밥육회음식은배달이지행복해럽스타그램사랑해음식스타그램맛스타그램
3,메리크리스마스라이언케이크행복한시간행복한우리집행복해팔로워맞팔선팔좋아요반사인친황영소통소통
3,일상크리스마스가족스타그램사랑해딸스타그램행복해부부스타그램즐거운성탄절피자만들기신난다신나잠시잠깐동심의세계로
3,오빠랑처음보내는크리스마스메리크리스마스집콕놀이홈파티럽스타그램커플룩커플스타그램먹스타그램데일리좋아요행복해
3,즐거운 크리스마스 홈 파티 첨으로 만들어본 달고나 태워먹고 몇 번을 해도 성공을 못하네 안 해 먹어 삼각대가 없어서 같이 찍지도 못하고 대 환장 파티 낄낄낄
3,크리스마스 기분 내보세요 준비 크리스마스니까
3,우리집집순이들이러다가눈도못만져볼까봐해지기전에호다닥놀이터에서놀고오기엄청춥지만행복해하던울애기들민남매일기집콕스타그램잠깐외출의행복놀이터전세눈놀이행복해주말순삭일주일전사진
3,레몬소주보다상큼한울아가들과크리스마스올해크리스마스는생각한것과는다르게소소하게보내야하지만그안에서특별히보낼수있는방법을생각해본다엄마아빠랑같이보내는것만으로행복해해줘서고마워너희들이생각한것보다도우리에겐너희가전부란다일상육아육아소통좋아요좋반메리크리스마스행복하세요저도행복해아들하나딸하나남편남편이랑콩쥐팥쥐이모고마워언제나건강간강합시다아들맘딸맘워킹맘젊줌마애둘맘건강하게화이팅산타언제오나요
3,회원님이 백화점 놀러 갔다가 옷보고 이뻐서 사 오셨다고 감동 먹은 날
3,오늘은 엄마랑 쇼핑
3,커피하늘쉬는날마다콧바람쐬야일주일또버틴다뷰가멋진곳아인슈페너도맛나시간후면미스터트롯본방사수
3,마누라 고마워요 잘 쓸게 사랑해요
3,원에서 생일잔치한 날 하원 차에서 내리자마자 출장 갔다 오랜만에 본 아빠가 서있자 보자마자 아빠를 부르며 방방 뛰며 행복미소 그러 더 너 아빠한테 껌딱지 모드 집에 오자마자 한 아름 가득 받아온 선물 꾸러미를 뜯어보며 즐거운 우리 윤이 아빠도 오고 선물도 많이 받고 윤이 하루 종일 기분 최고 네
3,이모에게 선물 받은
3,오랫만에명국찌커플만나서같이선운지구집도보고커피도한잔하고결혼하는거축하축하신혼여행따라가고싶네용유럽일이면오리가시간이안되닌께내년에그냥일본이나가야겠넹
3,일탈 흔쾌히 허락해준 신랑 고마워준 떠 잘 자고 있겠지
3,신나고 즐거운
3,와우 등 당첨 오만 원 오만 원으로 뭐 하지
3,햇살 좋은 날 눈부시다 오늘
3,친구들이랑
3,오늘도 기뻐하는 셋
3,시간 참 빠르다 벌써 너와 크리스마스를 맞이하다니 다들 즐겁고 안전한 크리스마스 보내세요
3,너무고마워
3,행복한 힐링여행
3,우리 가족 사랑한다
3,예쁜 꽃 다영이꺼
3,재밌게 놀았다
3,즐거운 보기
3,이거 좋네
3,우리 공주
3,어느덧 주년 오랜만에 가본 경복궁 아주 좋았다 수빈이랑 가니 더욱 년 동안 정말 감사합니다 앞으로도 잘 부탁해요 사랑해
3,재밌었다
3,크리스미스연휴마지막날데이뚜담주에봐따룽새해에는모할까욤
3,사랑이 넘치는 밥상 소고기 스테이크 샐러드 찹스테이크 버터 새우구이
3,봐도봐도보고싶은내사랑머리매일고대기하라는여봉스꼬불머리가이뿌단당
3,내 마지막 휴일 이렀게 끝나다니
3,주말 데이트 마스크 언제 벗지
3,사랑하는 공주님 사진 잘 찍어줘서 고마워요
3,벌써 여기 집 온 지 딱 년이 다 시작을 같이 보낸 수민아 너무 고맙고 사랑해요 여기 양 꼬치 맛있었는데 사라져서 아쉽다 내년 이사 갈 때도 같이 가자
3,오랜만에 외식
3,커플템장착
3,크리스마스 너무 행복했다 선물 고마워요
3,속초 우디 카페에서 너무나도 좋았어요 어디 갈지 정하다가 애견 동반 카페로 가서 재밌고 행복하게 잘 있다 왔답니다
3,오너스횐님차넘나이쁜것
3,양 갈래 너무 사랑스럽고 귀여워내 것
3,너의 품은 언제나 포근해
3,쩡산타의선물쩔었다
3,즐거운 연말
3,몸이 아파서 수프 먹고 싶다고 했는데 저게 원짜리 수프다 하하하 그래도 뭐 어쩔 수 없이 잘 먹었다
3,피자사줄남치니를소환하겠다주말인데일나갔으니칼퇴하고얼른와주겠니옴청옴청예뻐해줄께
3,이틀 동안 열심히 술 먹기 크리스마스 연말 파티
3,미술놀이할까 말하자마자 좋아 좋아 소열이가 좋으면 엄마도 다 좋아
3,사랑 가득 담아 만들었는데 맛나게 먹어줘서 나도 행복축하해 사랑해 사랑 뚱
3,크리스마스 무슨 포즈를 해야 할지 몰라서 다리 긴 예승이
3,내가 이상해서 안 올리려 했는데 찬 이가 너무 귀여운 나머지 올린다 너무 귀여운
3,너무 귀엽고 예쁘다
3,맑고 청아한 신부님이 꿈꾸던 그런 느낌이 드레스를 입고 정말로 행복해하던 그녀
3,보내는 사랑해
3,하루 중니가 웃는 횟수만큼 이 세상도 딱 그만큼만 예뻐
3,귤 귤 귤 만족스러운 사진은 없지만 힐링 했다 첫 번째는 사장님이 무료로 찍어주신 스냅사진
3,항상 미안하고 사랑해
3,코나여리랑함깨한패브릭재밌는홈영상도함께넘넘좋아하는리지작가님그림역시이번에도넘넘이쁘다특히내가아닌나처럼삼냥이그림도깜짝선물로그려주시구엽서까지만들어서보내주셨다능갬동그림에모습처럼삼냥이랑도찰칵다같이찍기어려웠지만코니내려가고싶은데자꾸안아서짜증냄
3,비오는날몃달만세상행복단거먹고싶어서하필기분전환은했어다행이다사람이없어서포장안하고먹고왔슈또열심히일해야지
3,매 순간 오늘이 마지막인 것처럼
3,능내역 설레는 날 너의 곁에
3,오빠는 좋겠다 부추전 먹고 싶다고 바로 이렇게 해주는 와이프가 있어서
3,내 이쁜 아가 파이팅
3,무지개 풍선
3,이번연휴는휴식앤먹방
3,항렬이 크리스마스 선물 사주러 잠깐 외출해서 이쁜 운동화 사 줬다 이쁘게 잘 신고 다녀야 해 그리고 신포동에 새로 생긴 양 갈비 집을 발견해서 먹었는데 가격도 괜찮고 맛도 있었다 다음에 또 가야 징
3,미리 챙겨줘서 감사합니다 내 사랑 도희 내가 더 잘할게요
3,첫 크리스마스 그리고 의미 있었던 크리스마스 이제부터 예비신랑 항상 사랑합니다
3,늦게 올려서 미안해요 우리의 번째 크리스마스네 너무너무 행복하고 항상 고맙고 사랑해요
3,내 옷만 져봐 어때 남자친구 감으로 만든 건데
3,웅자갸나둥아이궁글씨도예뻐요
3,오늘도 행복해 너와
3,예쁘게 잘 찍어줘서 고마워 보정은 내 몫이야
3,출출한 오후 저희 곰곰 커플의 결정 처갓집 골드 슈림프 치킨 맛있습니다 즐거운 오후 되세요
3,정선여행 꿀 잼
3,어쩌다 보니 커플룩
3,크리스마스 여행 덕윤이랑 즐거운 크리스마스 여행기
3,일요일이라고 늦잠을 잤다 생얼이다 사진을 찍으니 예쁘게 나왔다 올려본다
3,요미 왕 와 이터널 레일바이크 탔는데 너무 힘들다 왜 탄 거지
3,최애
3,금남친이랑단둘이준비하고단둘이꾸미고단둘이촬영하였습니다마지막남은선물배달은내꺼야
3,바다 보러가고 싶다고 드라이브 가고 싶다고 말했더니 진짜 데려가 주는 내 남자친구 라이터로 뭘 끄적이더니 귀여운 짓 하는
3,좋구먼
3,욱이와 함께하는 청산도 여행 마스크는 사진 찍는 몇 초만 뺐어요
3,정동진 여행 정동진 썬크루즈와 비치 크루즈의 좋은 점 썬크루즈 방향에 전망대부터 조각공원 포토존이 가득하다 호텔 투숙객이 아닌 사람들도 많이 들렸다가는 곳이라 입장료가 있음 호텔 이용 시 무료 퇴실하고 구경했다 들리길 잘한 듯 경치가 너무 좋아
3,귀염뽀짝인생네컷쬭
3,정동진 비치 크루즈 연휴 동안 여행 사진 다 올려야지
3,뼝우가사준천일선물조금일찍사준천일선물너무고마워요오빠랑년이라는시간을만나면서너무행복해나생각해서쭈뻣쭈뻣가게들어가서골랐을병우생각하니깐너무사랑스럽다잘들고다닐께용완전내마음에찰떡이야완전맘에들옹일날경주놀러가서재밌게놀자아아아아아오빠라는사람이내옆에함께걸어줘서항상든든하고너무행복해항상사랑하구나의모든모습을사랑해줘서고마웡나도오빠의항상든든한편이되어줄께사랑해배뼝우
3,푸름이가나보러와준날그밤길에무서운서울길을용감하게뜛고찾아와줘서너무고마웠어같이얘기도나누다가고많이보고싶었었는데잠깐이라도봐서너무좋았어요
3,이쁜 뷰에 꼼지락거리는 발 얹어보기
3,지수랑 함께 행복한 하루
3,행복을 채워간 지 일
3,따뜻한 연말
3,수민이랑 호빵이랑 보낸 크리스마스 여수 여행 여기 와플 맛있었다
3,안녕 살의 크리스마스야 살은 아직 귀여워 보이고 싶은 나이
3,어디 봐 공주
3,돌아오는 길에 날씨 좋음
3,엄마 아빠 누나 중에서 누가 제일 좋냐는 질문에 우리 엄마가 제일 좋아 대답하는 재얼이 흥이 그럼 누나는 안 좋아 설 예의 물음에 내가 얼마나 누나를 사랑하는데 이게 바로 사랑이야 사랑
3,해피 메리 크리스마스
3,우리의 크리스마스와 일 너무나 축하해 잉크로나 때문에 힘들지만 올해 너무나 행복해 항상 다정하고 사랑스러운 울 오빠 일이 어떻게 간 지 모르겠지만 사랑하고 내년에도 잘 부다가 행
3,누가 봐도 새 잠옷
3,너무나도 행복했던 크리스마스 행복한 추억 하나 감사합니다
3,연애를 해서 행복한 게 아니라 너랑 연애해서 행복한 거야
3,멜크 내 사랑 혜린
3,소박하고 조촐하지만 좋아해 줘서 고맙구려 메리 크리스마스
3,울산에서 크리스마스 행복해
3,추억 팔이 나의 에너지가 떨어지지 않길
3,대 마지막 주말을 내 님과 함께 시원하게 보내는 법
3,서유니버킷리스트아쿠아리움가기달성
3,올 한 해 힘들었지 내년엔 비단길이 열릴 것이야
3,풍경이 다했다
3,신행마지막날카트타고날아다니기마지막날만찬은최대한즐기기코로나피해서최대한사람없는곳돌아다니기어쩔수없는신행이기에최대한피해다니기사람없어서그나마다행중다행
3,이번크리스마스는소소한집콕소소하게술상으로오빠랑도굴영화보면서뇸뇸이시간이음층좋당
3,인생 첫
3,함께하는 순간
3,언제 자고야 전혀 잘 생각이 없어 보이는구먼그래 어디 신나게 놀아보자
3,크리스마스 다음날 데이트라니 그래도 좋아 코로나 사라지면 많이 놀러 다니자
3,사랑해
3,크리스마스 뭐 별거 있냐 맛있는 거 먹고 좋은 사람이랑 있으면 되는 거지
3,크리스마스이브 데이트 피곤했을 텐데 대구까지 와줘서 정말 고마워 사랑해
3,내년이면 발 써 년 시간 정말 빠르고 빨리 간다 내년에도 잘 부탁해
3,이 맛있는 걸 왜 이제서야 맛본 건지 한두 번 가는 강릉도 아니었거늘 하아 직도 탱글탱글한 꼬막 맛을 잊지 못하겠다
3,너와 함께해서 행복해 매일 아파서 골골거리는 나를 많이 챙겨주고 사랑해줘서 고마워요
3,크리스마스는 지났지만 메리 크리스마스 이번 크리스마스는 소박하게 피시방에서
3,궐동 미용실 구월동 미용실 가서 민주니 클리닉도 하구 머리도 예쁘게 하구 이날 페북에 소고기 무한리필 집 광고 보고 부천에 갔다가 역시는 믿을 게 못 되는 거구나 하구 후회하며 이날의 데이트는 끝이 났다 그래도 재밌었다
3,요 며칟날 힘들게 한 남자 그래도 사랑해
3,광이랑 크리스마스 홈파 튀 음식 만들어 먹고 담 날 또마 씻는 거 먹으러 가기
3,창원 상남동 맛 집 신주 양 꼬치 창원 가서 밥을 딱 한 끼만 먹고 와야 한다면 두말할 것 없이 여기가 서양 꼬치와 꿔 바로 우를 시켜 먹을 것 같다 특히 꿔 바로 우는 쫄깃한 식감에 과하지 않은 달콤한 맛을 가지고 있다양 꼬치 또한 질리지 않고 계속 손이 가는 맛이다
3,짝꿍이랑 번째 함께하는 크리스마스
